Version,Dsetid,P040001,P040002,P040003,P040101,P041001,P041201,P041201a,P041202,P041203,P041204,P041204a,P041204b,P041204c,P041205,P041206,P041207,P041208,P041208a,P041209,P041210,P041211,P041212,P041213,P041214,P041214a,P041215,P041216,P044001,P044002,P044003,P044004,P044005,P044006,P044007,P044008,P044009,P044010,P044011,P044012,P044013a,P044013b,P044013c,P044014a,P044014b,P044014c,P044015a,P044015b,P044016,P044017,P044018,P044019,P044020,P044021,P044022,P044023,P044024,P044025,P044026,P044027,P044028,P044029,P044029a,P044029b,P044029c,P044101,P044102,P044103,P044104,P044105,P044106,P044107,P044108,P044201,P044401,P044402,P044403,P044404,P044405,P044406,P044407,P044408,P044409,P044410,P044411,P044412,P044413,P044414,P044415,P044416,P044417,P044418,P044419,P044420,P044421,P044422,P044423,P044424,P044425,P044426,P044427,P044428,P044429,P044430,P044431,P044432,P044433,P044434,P044435,P044436,P044437,P044438,P044439,P044440,P044441,P044442,P044443,P044444,P044445,P044446,P044447,P044448,P044449,P044450,P044451,P044452,P044453,P044454,P044455,P044456,P044457,P044458,P044459,P044460,P044461,P044462,P044463,P044464,P044465,P044466,P044467,P044468,P044501,P044502,P044503a,P044503b,P044503c,P044504a,P044504b,P044504c,P044505a,P044505b,P044505c,P044506,P044506a,P044506b,P045001,P045002,P045002a,P045003,P045003a,P045004,P045004a,P045004x,P045005,P045005a,P045005x,P045006,P045006a,P045006x,P045007,P045008,P045009,P045010,P045011,P045012,P045013,P045014,P045015,P045016,P045017,P045018,P045019,P045020,P045021,P045022,P045023,P045024,P045025,P045026,P045027,P045028,P045029,P045030,P045031,P045032,P045033,P045034,P045035,P045036,P045037,P045038,P045039,P045040,P045041,P045042,P045043,P045044,P045045a,P045045b,P045045x,P045046,P045047,P045047a,P045048x,P045049,P045049a,P045050,P045051,P045052,P045053,P045054x,P045054,P045055,P045056,P045057,P045058,P045058a,P045058b,P045058x,P045059,P045059a,P045060,P045061,P045062,P045063,P045064,P045065,P045066,P045067,P045068,P045069,P045070,P045071a,P045071b,P045071x,P045072,P045073,P045074a,P045074b,P045074x,P045075a,P045075b,P045075x,P045076,P045077,P045078,P045079,P045080a,P045080b,P045080x,P045081,P045082,P045083,P045084x,P045084a,P045085a,P045085b,P045085x,P045086,P045087,P045088,P045089,P045089x,P045090,P045091,P045091x,P045092,P045093,P045094,P045095,P045096,P045097,P045097a,P045097b,P045098,P045099,P045100,P045101,P045102,P045103,P045104,P045105,P045106,P045107,P045108,P045109,P045110,P045111,P045112,P045112x,P045113,P045113a,P045114,P045114x,P045115,P045115a,P045116,P045117,P045118,P045118a,P045118x,P045118b,P045119,P045120,P045121,P045122x,P045122,P045123a,P045123b,P045123x,P045124,P045125,P045126,P045127,P045128,P045129,P045130,P045131,P045132,P045133,P045134,P045135,P045136,P045137,P045138,P045139,P045140,P045141,P045142,P045143,P045144,P045145,P045146,P045147,P045148,P045149,P045150,P045151,P045152,P045153,P045154,P045155,P045156,P045157,P045158,P045159,P045160,P045161,P045162,P045163,P045164,P045165,P045166,P045167,P045168,P045169,P045170,P045171,P045172,P045173,P045173a,P045174,P045174a,P045174b,P045175,P045175a,P045175b,P045176,P045177,P045178x,P045179a,P045179b,P045180a,P045180b,P045180c,P045180x,P045181,P045182,P045183,P045184,P045185a,P045185b,P045185c,P045185x,P045186x,P045187,P045188x,P045188,P045189x,P045190x,P045191,P045192,P045193,P045201,P045202,P045203,P045204,P045205,P045206,P045206a,P045207a,P045207b,P045207c,P045207d,P045207e,P045209
2004NES_VERSION:2005MAY02,2004.S,246, 156, 402,0.3615,4,Michigan      ,MI,26,23, 4,MI04,2604,2304,2,24,999,99999, ,9999.99,99999,99999,9999,1,999,99999,2604,2604,8,1,1, 2,1,1,5,5,5,5,1,1,1043,1105, ,    ,    , ,    ,    , 38.9,1,1105, 3,15,20,1,1112,  , ,    ,1,5,5, , ,    ,1043,2,3,2,0,0, 1,1,2, 6, 3, 7, 4, 2, 1,11, 8, 5,10, 9,22,16,14, 1,12,18, 6,11, 2,13,21,15, 8,20, 5,25,17,23, 4,24, 9,26, 7, 3,10,19, 5, 1, 4, 6,13, 9,10, 2, 8,12, 3, 7,11,2,1,2,2, , , , ,1,2,3,4,1,1,1, ,1,1,21,81,0,0,0,0,0,0,1,1,1, 3,20,0,1,1,6,1,1,8, , ,5,1,5,5,5,4, 25, 65, 10, 65, 75, 15, 75, 65,777, 50, 75, 75, 65, 60, 75, 50, 70, 75, 50, 55, 50, 20, 70,888, 70, 50, 75, 50, 20, 70, 75, 70, 50, 70, 40, 75, 80, 75,1, ,1, ,1,  ,1,1,1,1, 3,8, ,4, , ,2,3,2,5, ,1,1,6,1,5,5,5,5,5,5,5,3,3,1, ,1,1,1,1,1, ,1, ,1,1,3,1,1,1, ,1,1,1,1,2,2,5, ,1,5,5,5,5, ,3,3,1,5,3,1,1,1,1,4, ,4, , , ,4,8,3,1,8,8,8,1,3,2,1,1,1,1,1,1,1,5, ,3,3,1,1,1,3,3,5,1,1,0, , ,0,0,1,5,2,2,8,8,3, , , , , ,1,1,1,1,3,3,5,5,5,5,1,1,3,1,1,1,5,1,1,1,5,1, ,1,1,1,5,5,5,1,5,5,4,5,2,2,1,5,1,1,1,1,1,5,2,2,  4, , ,1, ,1, 1,1,1,5,1,50,  ,  ,50,0,5,0, ,50,50,1,5, 73,2,2,2,1,2,1,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,247,1167,1487,1.9222,4,New York      ,NY,36,13, 2,NY02,3602,1302,1,14,999,99999, ,9999.99,99999,99999,9999,1,999,99999,3602,3602,2,1,1, 3,1,1,5,5,5,1,2,1,1041,1105,1,1041,1105, ,    ,    , 43.0,1,1105, 3,11,20,1,1112,  , ,    ,1,5,5, , ,    ,1041,2,6,2,0,0, 1,1,2, 1, 9, 2,10, 6, 3, 5, 4, 7,11, 8,24,17,20,19,16, 8,15,25, 9, 7, 3,23, 1, 2,21,12, 4, 6,22, 5,10,11,26,18,14,13, 1, 3, 9,10, 8,13, 7,11, 5, 2,12, 4, 6,2,2,2,2, , , , ,4,1,3,2,2,1,1,1, ,2,12,19,0,0,0,0,0,0,1,1,1, 1,10,0,1,1,7,5, ,5,1,5,5,1,5,5,1,5,  0, 50, 40, 70, 40, 40,100,777, 40, 50, 40, 70, 40, 50,100, 40,100,100, 70, 50, 70, 50,100, 50,100, 70,100, 50, 50,100, 80, 40, 50,100, 70, 70,100,100, ,1,5,5, ,  ,4, , , ,  , , ,1, , ,5,1,3, ,1,4,5, ,5,1,5,5,5,5,5,5,3,1,3, ,1,1,1,1, ,1,1, ,1,1,2,1,1,1, ,1,1,1,1,1,2,1, ,1,1,1,1,3,1,5,3,1,5,3,1,3,1,2,2, ,2, , , ,4,2,3,0,7,5,7,1,5,4,5,1,5,5, , ,0,1,1,1,1,1,1,1,3,1,5,1,1,0, , ,0,0,0,1,7,4,6,7,1,1,5,1,1,1, , , , , ,3,5,3,5,1,1,1,3,1,1,1,5,4,1,5,5,5,1, ,5,1,1,1,5,5,5,5,1,2,2,2,5, ,5, , ,5, , ,4,2,  5, , ,1, ,3, 2,5,5,5,5,40,50,  ,45,1, ,1,2, 6, 6,1,5, 38,1,2,2,1,1,1,5,70,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,248, 936, 960,0.9181,4,Illinois      ,IL,17,21,16,IL16,1716,2116,2, 0,999,99999, ,9999.99,99999,99999,9999,5,999,99999,1716,1716,3,1,1, 3,1,1,5,5,5,5,1,1,1012,1107, ,    ,    , ,    ,    , 43.1,2,1107, 5,16,50,1,1112,  , ,    ,1,5,5, , ,    ,1012,1,4,2,0,0, 1,3,2, 7,10, 8, 6, 1, 3, 9, 5, 4, 2,11,17,22,15, 4, 3,26, 2, 7,21,20,16,13,12,23,19, 8,25, 5, 1,24,14,10,18, 9,11, 6,12,10, 1, 9, 3,13, 2, 5, 6, 4, 7,11, 8,1,1,1,1,1,3,4,2, , , , ,1,1,2, ,1,1,21,65,0,0,0,0,0,0,1,1,1, 2,30,0,1,5, ,1,3,1,1,1,1,5,2,1,1,1, 75, 55, 70, 60, 50, 50, 40, 65, 50, 60, 70, 70, 70, 65, 75, 70, 65, 65, 60, 60, 50, 50, 70, 50, 65, 50, 70, 60, 65, 70, 70, 60, 50, 65, 50, 70, 70, 70,1, ,1, ,1,  ,1,1,3,1, 8,1,5,1,1,8,1,3,1,5, ,5,1,5,1,5,5,5,5,5,5,5,3,1,2,1, ,1,3,3,1, ,1,2, ,2,2,3,3,3,3, ,3,3,1,3,2,1, ,1,1,1,1,5, ,3,3,5,4,5,5,5,2,2,2,2, ,1,4,1, , , ,5,4,6,4,3,4,3,1,5,2,1,5,5,4,1,3,4,4,3,5,4,7,3,5,3,1,0, , ,0,0,8,5,5,5,3,4,3, , , , , ,5,1,3,1,3,1,5,5,3,5,5,5,2,1,5,5,1,1,1,5,5,1,5, ,5,5,5,5,1,5,5,5,2,4,2,1,5, ,1,4, ,5, , ,1,1,  1,1,1,3,3, , 6,5,5,5,1,50,  ,  ,50,0,5,0, ,18,18,1,5, 51,1,3,2,1,1,1,5,70,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,249, 952,1248,0.7544,4,Alabama       ,AL, 1,41, 6,AL06, 106,4106,3,37,999,99999, ,9999.99,99999,99999,9999,5,999,99999, 106, 106,5,1,1, 2,1,1,5,5,5,5,1,1,1047,1105, ,    ,    , ,    ,    , 42.4,2,1105, 3, 6,20,1,1112,  , ,    ,1,5,5, , ,    ,1047,2,3,2,0,0, 1,5,2, 5, 6,10, 8, 2, 7, 1,11, 4, 9, 3,23, 9, 3,19,16,18,22, 1,10,17,21, 7,25,24, 6,15, 4, 5, 8,20,13, 2,26,11,14,12, 2, 4, 5, 9, 3, 6,13, 1,11, 7,10, 8,12,1,1,1,2,1,2,3,4, , , , ,1,2,1,2, ,1,24,21,0,0,0,0,0,0,1,1,1, 2,20,0,1,1,5,1,3,1,1,1,1,1,1,1,1,1,100, 50, 85, 50, 50, 50, 50, 85, 85, 50,100, 50, 80, 75,100, 70,100,100,100, 50, 50, 60,100,100,100, 80,100, 60, 50,100,100,100, 50,100, 50, 50,100,100,1, ,1, ,1,  ,1,1,3,1, 1,8, ,1,1,5,1,2,1,1, ,6,5, ,5,5,5,5,5,5,5,5,3,3,3,1, ,1,3,3,3, ,3,3, ,3,3,3,3,3, ,3,3,3,1,3,1,1,1, ,1,1,1,1,5,2,1,5,2,7,1,5,1,1,1,1, ,1,3,1, , , ,5,7,3,7,1,3,1,1,1,1,1,5,1,5,1,1,1,3,1,5,2,7,1,1,3,1,1,1, ,1,5,1,1,3,3,5,3,3,1,5,1,5,3, , , , , ,5,5,1,3,5,5,5,2,1,5,3,1,1,1,1,5,1, ,1,1,1,5,1,1,1,5,5,5,5,1,1,1,3,1,1,2,1,5,5,1,1,  6, , ,3,3, , 6,1,5,5,1,50,  ,  ,50,0,5,0, , 8, 8,1,5, 46,2,3,3,1,3,1,5,70,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,250, 347,1454,0.5401,4,Alabama       ,AL, 1,41, 5,AL05, 105,4105,3, 0,999,99999, ,9999.99,99999,99999,9999,1,999,99999, 105, 105,4,1,1,37,1,1,5,5,5,1,2,2,1028,1201,1,1024,1217, ,    ,    , 39.5,2,1217,46,17,50,1,1221,  , ,    ,1,1,5, , ,    ,1024,1,4,1,0,0,10,6,1, 7, 9, 6, 2, 4, 8, 5, 3,10,11, 1,11,14,15, 6,10,20,18,25, 2, 7,23, 8, 5, 4,21,17,19,24, 3,13,26,22,12, 1,16, 9, 4,12, 7, 5, 1,11, 3, 6, 2, 8,10,13, 9,2,2,2,1, , , , ,2,4,1,3,1,1,2, ,1,2,12,21,0,0,0,0,0,0,1,1,1, 1,10,0,1,1,1,1,1,5,5,4,1,5,2,5,1,5, 70, 40, 70, 60, 40, 50, 60, 80, 50, 10, 90, 50, 60, 45, 85, 40, 60, 70, 50, 50, 80, 30, 75, 55, 50, 60, 90, 55, 10, 50, 50, 60, 50, 40, 45, 50, 50, 85, ,4,1, ,1,  ,1,1,3,5, 7,1,1,1,1,1,2,2,3, ,5,2,1,5,5,5,5,5,5,5,5,5,1,1,2, ,3,3,1,3, ,1,1, ,1,1,2,1,1,3,3, ,3,3,1,1,2,1, ,1,1,1,1,5, ,3,3,5,4,1,1,1,1,1,2, ,2, , , ,2,4,2,4,3,8,4,3,4,2,5,1,5,1,5,1,5, , , , ,1,1,1,3,1,5,3,2,5, ,5,4,5,1,3,4,4,6,4,3, , , , , ,3,3,1,3,3,3,1,3,3,5,1,1,3,1,1,1,3,2,5,1,5,1,5, ,5,5,1,5,1,1,5,5,4,5,1,1,1,5,1,4, ,5, , ,1,2,  1,5,5,3,5, , 7,1,5,5,1,50,  ,  ,50,0,5,0, ,18,18,1,1, 61,1,3,3,1,2,1,5,70,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,251, 146, 633,1.2738,4,Illinois      ,IL,17,21,18,IL18,1718,2118,2, 0,999,99999, ,9999.99,99999,99999,9999,1,999,99999,1718,1718,8,1,1,15,1,1,5,5,5,1,2,2,1045,1117,1,1022,1118, ,    ,    , 42.6,2,1118,16,14,20,1,1123,  , ,    ,1,5,5, , ,    ,1022,1,3,1,1,0, 2,1,1, 8, 4, 7,10, 3, 6,11, 9, 1, 5, 2, 2,10,16,12, 4,23,13,19, 6, 1, 9,26, 8,17, 7,11,14,22,20,15,18,25,21, 3,24, 5,11, 6, 8, 4, 7, 3, 1, 9, 5,12, 2,13,10,2,1,2,1, , , , ,1,2,4,3,1,2,1, ,1,2,21,65,9,9,9,0,0,0,0,0,0, 2,20,0,1,1,2,1,1,1,5,2,8, , ,1,5,2, 50, 70, 50, 50, 50, 40, 70, 80,777, 50, 70, 70, 80, 50, 80, 50, 80, 80, 50, 70, 50, 40, 80, 80, 80, 50, 80, 50, 80, 80, 80, 60, 50, 80, 60, 60, 80, 80, ,4,1, ,1,  ,1,1,1,5, 9,1,5,1,1,1,2,2,2,5, ,1,5, ,5,1,5,5,5,5,5,5,3,3,3, ,1,1,3,3,3, ,3, ,1,1,3,1,1,3,1, ,1,8,1,3,2,5, ,5,4,1,5,3,5,4,1,5,2,3,1,3,1,1,3, ,3, , , ,2,3,2,2,6,3,4,1,3,2,1,5,2,5, , ,0,1,3,2,3,1,5,2,3,3,5,3,2,1, ,5,2,0,1,3,4,3,4,3,1, , , , , ,3,8,3,8,3,1,5,1,1,5,3,3,2,3,5,3,3,2,1,3,5,1, ,1,1,5,5,1,1,1,5,1,3,4,2,2,1,3,1,2, ,1,5,5,1,1,  6, , ,3,3, , 6,1,5,5,1,50,  ,  ,50,0,5,0, , 4, 4,1,5, 33,1,3,2,1,2,3,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,252, 526, 980,0.8541,4,Tennessee     ,TN,47,54, 7,TN07,4707,5407,3, 0,999,99999, ,9999.99,99999,99999,9999,5,999,99999,4707,4705,2,1,1, 1,1,1,5,5,5,5,1,1,1042,1103, ,    ,    , ,    ,    , 41.5,2,1103, 1, 1,20,1,1112,  , ,    ,1,5,5, , ,    ,1042,2,3,1,0,0, 1,4,2, 2, 4, 1, 9, 7,11,10, 8, 3, 5, 6,14,10,22,21, 9,25, 6,20,12,18, 8, 1,26, 7,19, 3,13,15,23,16,17, 2,11, 4, 5,24, 1,12, 9, 7, 6, 2, 3, 4,13, 5,10,11, 8,1,2,1,1, , , , ,4,3,1,2,2,1,2,1, ,2,24,82,1,1,1,1,0,1,3,2,3, 0,20,0,1,1,5,1,1,5,5,4,5,1,5,5,1,5, 10, 90, 10, 60, 90, 50, 80, 80, 30, 55, 30, 60, 75, 75, 80, 60, 80, 80, 40, 80, 75, 60, 70, 70, 80, 40, 80, 60, 70, 80, 80, 80, 80, 70, 70, 80, 90, 90, ,4,1, ,1,  ,1,1,1,1, 4,5, ,4, , ,1,1,3, ,5,2,1,5,5,1,5,5,5,5,5,5,3,1,3,1, ,1,3,1, ,1,1,1, ,1,3,3,3,1,1, ,1,3,1,2,1,5,1, ,5,1,5,1,5,2,3,5,4,3,1,1,2,4,3, ,3, , , ,3,1,3,3,6,3,7,1,2,4,1,1,1,1,1,1,1, , , , ,1,1,1,3,3,5,1,2,5, ,5,4,5,1,3,5,2,6,1,3,1,5,1,5,3, , , , , ,1,5,1,1,5,5,5,2,3,1,3,3,2,5,5,5,1,5, ,1,5,1,5,5,1,5,1,3,4,2,2,1,5,1,2, ,1,5,5,1,1,  1,1,1,3,5, , 7,1,1,1,1,50,  ,  ,50,0,5,0, ,10, 1,1,1, 50,1,2,2,1,2,1,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,253, 399, 255,0.3553,4,Ohio          ,OH,39,24,10,OH10,3910,2410,2, 0,999,99999, ,9999.99,99999,99999,9999,5,999,99999,3910,3910,8,1,1, 3,1,1,5,5,5,5,1,1,1049,1104, ,    ,    , ,    ,    , 44.3,1,1104, 2, 8,20,1,1112,  , ,    ,1,5,5, , ,    ,1049,1,5,1,0,0,21,6,2, 6,11, 2, 3, 8, 9, 7,10, 1, 5, 4,18, 4,24,17, 8,12,22,13, 6, 9,19, 7, 2,10,25,20, 3,14,21, 1,11,15,26, 5,23,16, 3,13, 1, 9, 7, 6, 5,11,12, 2, 8, 4,10,1,1,2,1, , , , ,4,2,3,1,2,1,2, ,1,2,12,21,0,0,0,0,0,0,1,1,1, 1,10,0,1,1,4,1,3,1,1,1,1,1,1,1,1,1, 85,  0, 75, 15, 50, 10, 10, 75, 50, 10, 85, 10, 75, 50,100, 75, 50,100,100, 10, 20, 50, 50, 10, 75, 20,100, 50,  0,100,100, 85, 20, 50, 50, 95,100,100, ,4,1, ,1,  ,1,1,3,1, 5,1,5,1,1,1,1,1,1,1, ,6,5, ,1,5,5,5,5,5,5,5,2,3,3,3, ,3,1,3,1, ,1, ,3,3,3,1,1,3,3, ,3,1,1,2,1,1,1, ,1,1,1,1,5,2,1,5,2,8,1,5,1,1,1, ,1, , , ,2,4,2,7,7,3,7,1,5,4,8, , ,5, , ,0,1,3,1,3,1,5,2,7,3,5,3,2,1, ,1,1,5,1,3,5,7,6,6,5, , , , , ,1,3,3,3,3,3,5,1,1,5,5,5,2,8,1,3,1,1,5,1,5,1, ,1,1,5,5,5,5,1,5,5,3,4,1,1,1,5,1,1,1,1,5,5,2,2, 46, , ,3,1, , 5,5,1,5,1,50,  ,  ,50,0,5,0, ,50,50,1,5, 70,1,1,3,1,1,1,5,70,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,254,1511, 503,1.4391,4,Michigan      ,MI,26,23,10,MI10,2610,2310,2,18,999,99999, ,9999.99,99999,99999,9999,1,999,99999,2612,2610,5,1,1, 2,1,1,5,5,5,5,1,1,1010,1104, ,    ,    , ,    ,    , 47.3,1,1104, 2,11,50,1,1112,  , ,    ,1,5,5, , ,    ,1010,2,4,2,0,0, 1,1,2, 2, 6, 8, 9, 1, 5, 3,10, 4, 7,11,22,24, 8,13, 2,19,14, 3,26,12,17, 4, 7,18,21,16, 6,23,20,25, 9,15,10,11, 1, 5,12, 7,13, 8, 9,11, 4, 5, 3, 6, 2, 1,10,2,2,2,2,1,2,3,4, , , , ,2,1,2,1, ,2,21,81,0,1,1,1,1,1,4,3,3, 0, 1,0,1,1,7,1,8,1,1,1,1,5,2,5,5,4,  5, 50, 50, 30, 50, 75, 75, 80, 60, 30, 70, 20, 65, 75, 95, 40, 75, 75, 80, 30, 50, 50, 50, 50, 75, 30, 75, 30, 30, 35, 60, 75, 65, 75, 60, 40, 80, 80,1, ,1, ,1,  ,1,1,3,1, 8,1,5,4, , ,2,4,3, ,1,4,5, ,5,5,5,5,5,5,5,5,2,3,3, ,3,3,3,3, ,3,3, ,3,3,2,1,1,2, ,8,8,1,1,2,1,1,5, ,2,1,5,3,1,5,5, ,3,7,5,1,2,2,1,1, ,1,2,3, , , ,6,6,4,6,3,4,3,5,1,5,5, , ,0,1,3,3,4,1,5,2,3,1,5,1,1,1,1, ,1,0,0,3,3,4,5,3,3,5,5,1,5,5, , , , , ,1,1,5,5,5,1,1,3,1,1,1,3,2,1,1,5,1, ,1,5,5,5,1,5,1,5,5,4,4,2,2,5, ,5, , ,5, , ,1,2,  1,5,5,1, ,3, 2,1,1,5,1,50,  ,  ,50,0,5,0, , 0, 0,1,5, 50,1,3,3,1,1,1,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,255,1446, 100,0.6662,4,Ohio          ,OH,39,24, 4,OH04,3904,2404,2, 0,999,99999, ,9999.99,99999,99999,9999,5,999,99999,3904,3904,6,1,1, 6,1,1,5,5,5,5,1,1,1046,1108, ,    ,    , ,    ,    , 41.5,1,1108, 6, 5,20,1,1112,  , ,    ,1,5,5, , ,    ,1046,1,4,2,0,0, 1,1,1, 4, 1, 9, 8, 2, 5,10,11, 7, 3, 6,22,15,16,18,17, 5,10,24,11,25, 4,19,12, 3, 2,23,14,13,26,20, 6, 8,21, 9, 7, 1,12, 8, 3,10, 5,13, 9, 1, 6, 4, 7, 2,11,1,2,1,2, , , , ,3,1,4,2,1,1,2,1, ,2,21,21,0,0,0,0,0,0,1,1,1, 2,20,0,1,1,4,1,3,1,1,1,1,1,1,1,1,1, 80, 45, 50, 55, 50, 50, 45, 60, 60, 50, 80, 45, 80, 80, 80, 80, 80, 80, 80, 75, 80, 75, 80, 80, 80, 80, 80, 80, 75, 80, 80, 80, 75, 80, 75, 80, 80, 80,1, ,1, ,1,  ,1,1,3,1, 7,1,5,1,1,5,1,3,1,1, ,6,5, ,5,5,5,5,5,5,5,5,1,3,3,3, ,3,1,3, ,1,1,1, ,1,3,1,3,3, ,3,3,1,1,4,1,1,1, ,1,1,1,5, ,3,5, ,3,5,5,3,1,1,2, ,2, , , ,2,3,2,5,5,4,5,3,4,2,5,5,4,5, , ,0,5, ,1,3,1,5,2,7,1,3,3,1,0, , ,0,0,0,3,5,5,4,5,3,1,1,1,1,3, , , , , ,5,5,5,5,5,5,5,2,3,5,3,1,1,1,1,5,1, ,1,1,5,5,5,1,1,5,5,3,3,3,2,1,5,1,1,2,1,1,5,5,1,  1,5,5,1, ,3, 2,1,5,5,5,50,  ,  ,50,0,5,0, , 7, 7,1,5, 49,1,2,2,1,3,3,5,80,  ,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,256,1448, 925,0.8244,4,Minnesota     ,MN,27,33, 1,MN01,2701,3301,2,30,999,99999, ,9999.99,99999,99999,9999,5,999,99999,2701,2701,8,1,1, 1,1,1,5,5,5,5,1,1,1040,1103, ,    ,    , ,    ,    , 78.3,2,1103, 1, 1,20,1,1112,  , ,    ,1,5,5, , ,    ,1040,2,3,2,0,0, 0,1,2,11, 5, 8, 9, 7, 2, 6, 1, 3,10, 4, 5, 1,19, 8,20, 2,16,24,21,25,11,17, 6,15,14, 9, 7, 3,23,26,18,12,13,10, 4,22,12, 6, 1, 2, 4, 7, 8,13, 5, 3,10,11, 9,2,1,2,2, , , , ,3,1,2,4,1,2,2, ,2,1,21,85,0,0,0,0,0,0,1,1,1, 2,20,0,1,1,1,1,1,5,1,5,5,1,5,5,1,5,  2,888,  2, 65,888, 50, 80,888,777, 70,888, 80, 75, 55, 80, 40, 65,888, 10, 60, 90, 40,889, 10,  4, 75, 75, 60, 10, 65,888, 75,889, 75, 30,888, 75, 90, ,4,1, ,1,  ,1,1,1,1, 2,5, ,4, , ,2,1,2,1, ,0,5, ,5,5,5,5,5,5,5,5,3,1,3, ,2,2,1,3,1, ,1, ,1,1,3,1,1,3, ,3,3,1,1,3,2,5, ,1,5,1,1,5, ,3,3,1,5,1,1,1,2,1,3, ,3, , , ,4,1,3,1,7,1,7,3,5,4,1,5,2,5, , ,0, , , , ,1,1,1,3,3,5,3,2,0, , ,0,0,1,3,0,5,6,3,1, , , , , ,1,5,1,5,3,1,1,3,3,1,1,1,3,3,1,3,5,1,5,1,1,5, ,1,1,5,5,5,1,1,5,5,2,4,2,2,1,5,1,1,1,1,1,5,1,2,  4, , ,7, , , 4,1,1,5,1,50,50,  ,50,0,5,0, ,60,40,1,1, 81,1,3,3,1,1,3,1,70,22,  ,  ,  ,5
2004NES_VERSION:2005MAY02,2004.S,257, 695,1359,1.1058,4,Massachusetts ,MA,25, 3, 4,MA04,2504, 304,1, 8,999,99999, ,9999.99,99999,99999,9999,5,999,99999,2504,2504,3,1,1, 4,1,1,5,5,5,5,1,1,1014,1104, ,    ,    , ,    ,    , 45.9,1,1104, 2,12,20,1,1112,  , ,    ,1,5,5, , ,    ,1014,1,4,2,0,0, 5,1,2, 9, 8, 4, 6, 3, 1, 5,10,11, 7, 2, 7,19,12,16,17,15,22,11, 1,10, 6, 5,23,21,13, 2, 8,24,25, 3, 4,18,20,14, 9,26, 6,13, 8, 1,10, 9,11, 4,12, 2, 3, 7, 5,2,2,2,1,1,3,4,2, , , , ,2,2,1, ,1,2,14,81,0,0,0,0,0,0,1,1,1, 1,10,0,1,1,7,1,1,8, , ,5,1,5,5,1,5,  0, 85,  0, 70, 80, 50, 85, 50,  0, 60, 50, 85, 75, 60, 80, 50, 50, 50, 50, 60, 60,888, 60, 60, 50,888, 75, 75, 50, 50, 50, 50, 50, 50,  0,888,888, 80,1, ,1, ,1,  ,1,1,1,1, 1,1,1,4, , ,4,1,2,1, ,0,5, ,5,1,1,1,5,1,1,5,1,1,9, ,1,1,3,1, ,3,3, ,3,3,3,8,1,3,1, ,1,1,1,8,1,8, , , ,1,5,3,1,5,5, ,3,8,5,1,2,2,4,4, ,3,2,4, , , ,0,8,9,8,3,9,4,1,1,1,9, , , ,1,1,1,1,1,1,1,3,3,5,8,1,0, , ,0,0,1,3,0,3,8,8,3, , , , , ,1,8,9,9,1,1,1,1,1,1,1,1,3,1,1,8,3,3,1,3,8,1,1, ,5,5,5,1,5,1,5,5,3,4,1,2,1,3,5, , ,5, , ,1,1,  1,1,1,3,5, , 7,1,5,5,1,50,  ,  ,50,0,5,0, ,10, 7,1,5, 48,2,2,2,1,2,1,5,31,  ,  ,  ,  ,5
